用户号,产品名称,推荐指数
11156,恋爱前规则,0.936279333417
11156,真相：极致玩家？这才是世界,0.936279333417
11156,兰花劫,0.936279333417
10088,人文地理：天路故事,21.6320449059
10088,钟馗伏魔：雪妖魔灵,21.5688607387
10088,了不起的菲丽西,21.5467375288
10088,骇客时空,21.5408139723
10088,五彩缤纷的旅途：柬埔寨失落的神庙,21.4883354412
10088,我的老爸是奇葩,21.4699734989
10088,豪华爱漫游：法属波利尼西亚,21.4459365551
10088,贝肯熊,21.4055720202
10088,破冰船,21.3885415079
10088,猫女,21.365853216
10872,魔戒3：国王归来,0.569479728797
10872,雅罗斯拉夫：千年记忆,0.569479728797
10872,72家房客：瘦马计划,0.569479728797
10872,碟中谍1,0.534301229616
10872,天生是优我：收官！少女团逆袭出道,0.531198591196
10872,行走的筷子承德篇：八沟古镇里的美食,0.520785262063
10872,外来媳妇本地郎：直播吃饭,0.506268358766
10872,我想见到你：苏有朋调戏景甜是婆婆踢球,0.503418120933
10872,水怪,0.503022333673
10707,都市笑口组：乌龙衙门荒唐事,17.5695445075
10707,人文地理：天路故事,17.5009956288
10707,收规华,17.3605801978
10707,超级飞侠3,17.3567394241
10707,我们家的微幸福生活,17.342383947
10707,跨界喜剧王 第二季：陈德容倒追杨树林,17.2674567393
10707,霍比特人：五军之战,17.2609220348
10707,汽车人总动员,17.250814172
10707,儿行千里：钱永刚分享家风故事,17.1866762495
10707,猫女,17.162429483
10794,汽车人总动员,1.90280473409
10794,台湾味道 第一季,1.82194596795
10794,龙之谷：破晓奇兵,1.79411470971
10794,大人物,1.79411470971
10794,天天向上：张若昀为长沙美食打call,1.79411470971
10794,飞天大盗 第八季,1.79411470971
10794,栀子花开,1.79411470971
10794,金星秀：金星扔鸡蛋砸车破谣言,1.79411470971
10794,中国新歌声 第二季：郭沁治愈嗓音征服E神,1.79411470971
10794,异形大战阿凡达,1.79411470971
11075,102真狗,15.9704039831
11075,虎胆龙威1,15.570661022
11075,阿妈教落食平D,15.2375343387
11075,花开半夏,15.1953405878
11075,超人归来,15.1928659198
11075,十二道锋味 第三季：蔡依林为霆锋准备生日惊喜,14.5911973274
11075,奇域,14.183985895
11075,收规华,14.1715968482
11075,潘磕惺康第二季,14.1530881459
11075,自然：生命的奇迹,14.0800504243
10869,超能太阳鸭,0.606577109743
10869,今晚80后脱口秀：谢谢你的爱-致粉丝,0.606577109743
10869,音悦V榜欧美：特别推荐Max Schneider新歌《Wrong》,0.606577109743
10869,陪安东尼度过漫长岁月,0.606577109743
10869,机动战士钢弹UC,0.606577109743
10869,十二道锋味 第三季：阮经天霆锋逛泰国市场秒变家庭主男,0.606577109743
10869,挑战者联盟 第三季：陈学冬彭小苒互怼飙泪,0.606577109743
10869,乡村爱情故事6,0.606577109743
10869,辛普森一家 第28季,0.563155124305
10869,哈尔的移动城堡,0.537962503339
10115,圣诞老人2,4.90787451458
10115,挑战者联盟 第三季：魏晨遭队友无视险暴走,4.84407491632
10115,熊出没之冬日乐翻天,4.84150497865
10115,了不起的菲丽西,4.82238858783
10115,音悦V榜内地：李荣浩《有理想》无悬念登榜,4.77110241493
10115,谭咏麟-爱的根源演唱会,4.75653471842
10115,林海雪原,4.74833733549
10115,钟馗伏魔：雪妖魔灵,4.74253437386
10115,天天向上：范冰冰李晨秀恩爱,4.69985924462
10115,射雕英雄传,4.68411571433
10174,我是未来：爆破测试 李锐险遭炸伤,4.73298040506
10174,解码安妮?帕克,4.72590809661
10174,全职没女,4.72268642423
10174,名侦探柯南：侦探们的镇魂歌,4.72268642423
10174,繁星四月,4.71040378433
10174,王牌对王牌 第二季：TFBOYS互怼“你丑”,4.69750503735
10174,我的老爸是奇葩,4.69432909317
10174,美人鱼,4.69195108725
10174,亡命刺客,4.68953438371
10174,全能?灏？高清),4.68472878049
10884,开心剧乐部：杜淳体验扎心快递,0.618169389043
10884,音悦V榜特别企划：跨过次元来见你,0.600766182586
10884,欢乐喜剧人 第三季：郭麒麟披麻戴孝哭亲爹,0.600766182586
10884,极限挑战 第二季20160508期,0.600766182586
10884,奔跑吧：李云迪助阵149人大合唱 鹿晗秀高音,0.600766182586
10884,劫案疑云,0.600766182586
10884,田姐辣妹,0.600766182586
10884,极限挑战 第一季20150621期,0.600766182586
10884,实习天使,0.595126324021
10884,勇敢复仇人,0.580015873589
10994,极限挑战 第一季20150614期,0.956556660692
10994,年代秀：两小鲜肉方言朗诵画风清奇,0.951921919091
10994,大力神重生,0.951921919091
10994,大耳朵图图彩色小世界,0.951921919091
10994,飙风特警,0.951921919091
10994,与君相恋100次,0.951921919091
10994,人间大炮,0.951921919091
10994,香港厨神,0.951921919091
10994,洗罪,0.951921919091
10994,小马宝莉中文版,0.951921919091
11039,荒岛情未了,0.535020106839
11039,外来媳妇本地郎：回头三笑,0.514195034088
11039,天使与魔鬼,0.514195034088
11039,钢铁侠,0.50879338169
11039,蜿龙,0.50879338169
11039,星际迷航3：石破天惊,0.50879338169
11039,亨利小怪兽 第一季,0.50879338169
11039,漂亮的李慧珍,0.507049026484
11039,极限挑战 第二季20160424期,0.507049026484
11039,黑猫警长之翡翠之星,0.505479888108
10955,小兔班弟,3.84563540161
10955,新成龙历险记,3.833386914
10955,猜拳,3.82897779703
10955,诺亚方舟漂流记,3.82702485151
10955,超凡蜘蛛侠2,3.82509781722
10955,非诚勿扰：胖子界“彭于宴”尬舞表白,3.7952368081
10955,一个人的武林,3.77660401229
10955,越狱 第四季,3.77317648204
10955,逆时营救,3.76955281897
10955,非诚勿扰：颜控男整容前后大对比,3.76955281897
10089,来吧冠军 第二季：奥尼尔求婚宋茜 郑恺遭刘炜秒杀,1.02567851367
10089,快乐大巴,0.973536923516
10089,越光宝盒,0.973536923516
10089,儿行千里：钱永刚分享家风故事,0.96176538882
10089,冰与火之歌：权力游戏 第七季宣传片,0.952979181669
10089,豆腐味道,0.945587105902
10089,你是我的幸福,0.934839495066
10089,爱情公寓三,0.934839495066
10089,来吧兄弟：潘玮柏上演“泳池婚礼”,0.934839495066
10089,白鹿原,0.934839495066
11006,钟馗伏魔：雪妖魔灵,8.41472014931
11006,饼干警长,8.40549398435
11006,钢铁侠3,8.35326726619
11006,垃圾工,8.26987356637
11006,艺术家,8.25196799058
11006,挑战者联盟 第三季：魏晨遭队友无视险暴走,8.24669333351
11006,驯龙高手,8.23477296002
11006,理发师,8.22925672552
11006,熊猫奇缘：陈翔把屎把尿惨遭“嫌弃”,8.2093104896
11006,挑战的法则：大张伟嗨唱TFBOYS金曲,8.2059200714
10997,玩具总动员1,4.51299235299
10997,重地雇佣兵,4.37639593382
10997,我们的爱,4.37378258358
10997,枕边故事,4.343822702
10997,澳洲乱世情,4.34316542071
10997,音悦V榜特别企划：我们都是小公举,4.34223561333
10997,霍元甲,4.33416931102
10997,豪华爱漫游：法属波利尼西亚,4.33176186293
10997,跨界歌王 第二季：张继科低吟《成都》,4.31617973357
10997,新成龙历险记,4.30811231521
10749,豪华爱漫游：法属波利尼西亚,1.86080310486
10749,我们停战吧,1.84717529197
10749,贝肯熊,1.83579438874
10749,儿行千里：何炅带你揭秘最牛家风,1.83247455113
10749,星际穿越,1.83005503859
10749,挑战者联盟 第三季：各路唱将燃爆收官现场,1.82973378819
10749,挑战者联盟 第三季：魏晨遭队友无视险暴走,1.81817657599
10749,道格拉：吸血鬼,1.81535362673
10749,饼干警长,1.8147391711
10749,极速前进 第四季：“李晨”突袭范冰冰,1.81083643603
10082,五彩缤纷的旅途：柬埔寨失落的神庙,23.5614013547
10082,辛巴达历险记2,23.461860042
10082,骇客时空,23.2478300202
10082,决胜巅峰,23.2131221465
10082,笑声传奇：百变蔡明化身猫女王,23.2080258509
10082,马语者,23.2021435833
10082,非诚勿扰：播音出身爱挑刺 孟非威胁别找茬,23.180156296
10082,怪兽大学,23.1619789418
10082,中国式相亲：锡伯族美女秀才艺 现场与金星尬舞,23.1479515231
10082,中餐厅：张亮展厨艺圈粉周冬雨,23.1402049999
10811,金星秀：金星追问邓紫棋爱情史,0.593143966932
10811,讲古：惠来海角甘泉,0.593143966932
10811,京剧猫,0.593143966932
10811,寰宇视野：花豹一家的秘密生活,0.538806985025
10811,寻找心中的你,0.526183501168
10811,复合大师,0.519857482849
10811,我是未来：原力觉醒开启意念时代,0.513481830648
10811,最强大脑 第四季：“脑王”陈智强回归 诺贝尔获奖者助阵,0.503335129143
10811,极限挑战 第一季20150726期,0.502117887855
10418,艺术家,1.86029579223
10418,末日浩劫,1.83403624435
10418,儿行千里：何炅带你揭秘最牛家风,1.82004045309
10418,倾世皇妃,1.7477990004
10418,衣着拯救：谢林复古服装店,1.74244942138
10418,挑战者联盟 第三季：范冰冰与韩庚贴身热舞,1.73737735692
10418,生化危机2：启示录,1.73250430937
10418,棉花糖和云朵妈妈,1.72946865354
10418,燃烧的蔬菜,1.72565127497
10418,越狱 第一季,1.72143014673
10776,今晚80后脱口秀：看好你的钱,5.11393089556
10776,变形金刚2,5.07451255063
10776,何所冬暖何所夏凉,5.06628373178
10776,如意酷宝之小神羊,5.04716476709
10776,一路惊喜,5.04716476709
10776,副作用,5.04716476709
10776,飞屋环游记,5.04716476709
10776,我是未来：佟大为带娃看智能新家,5.04388525069
10776,宝贝快跑,5.03498958503
10776,疯狂的石头,5.0341798279
10302,超级玛丽的世界,1.3693372692
10302,真相：山野救援队,1.32681519943
10302,天天向上：胡可迟帅续前缘引爆“回忆”杀,1.32005515759
10302,今晚80后脱口秀：谢谢你的爱-致朋友,1.32005515759
10302,初代吸血鬼 第一季,1.32005515759
10302,白夜追凶,1.32005515759
10302,第七谎言,1.32005515759
10302,挑战王者,1.32005515759
10302,记忆碎片,1.32005515759
10302,落水狗,1.28333671615
10687,人文地理：明月出天山,16.1825127793
10687,道格拉：吸血鬼,16.1426480274
10687,伪装天使,16.1340758096
10687,时代：家在内蒙古,16.0967796102
10687,僵尸之地,16.0922185039
10687,王牌对王牌 第二季：永远的张国荣,16.0491745975
10687,星际穿越,16.0405293686
10687,在下坂本，有何贵干？,16.0251537913
10687,超级飞侠3,16.0147646151
10687,钟馗伏魔：雪妖魔灵,15.9327504489
10104,中餐厅：黄晓明出游玩“失踪”,2.30930857225
10104,繁星四月,2.27192128581
10104,我的老爸是奇葩,2.26993504184
10104,上古情歌,2.26262949441
10104,匆匆那年,2.26262949441
10104,机械姬,2.26262949441
10104,真相：大云寺地宫密码,2.26262949441
10104,欢乐喜剧人 第三季：贾玲爆笑助阵惨遭撕衣,2.26262949441
10104,哈利波特2：消失的密室,2.25993111985
10104,石破天惊,2.25590575258
10855,拳王阿里,0.855260385779
10855,豪华爱漫游：法属波利尼西亚,0.852803976649
10855,钟馗伏魔：雪妖魔灵,0.821693761118
10855,坦坦小动员 第二季,0.813447291063
10855,钢铁侠3,0.799260912821
10855,了不起的菲丽西,0.781581488218
10855,挑战者联盟 第三季：魏晨遭队友无视险暴走,0.777959215423
10855,林海雪原,0.774319802593
10855,黑夜传说4,0.773281410138
10855,遗落战境,0.773153508914
10179,心火,33.4954554967
10179,致命紫罗兰,31.5504698483
10179,伪装天使,31.0581743818
10179,都市笑口组：乌龙衙门荒唐事,31.0519303921
10179,儿行千里：钱永刚分享家风故事,31.0091445963
10179,老爸当家,30.9174593863
10179,超级飞侠3,30.8848023133
10179,星际穿越,30.8847122765
10179,美人鱼,30.8815340782
10179,时代：行走的餐桌？扬州,30.8732877079
10801,完美音调2,8.78657816956
10801,朗读者：张小娴分享爱情保鲜秘籍,8.74521105722
10801,破冰船,8.7441132709
10801,十万伙急,8.74040328541
10801,魔法总动员,8.72272040474
10801,荒岛情未了,8.68666617824
10801,极速蜗牛,8.63303371757
10801,寰宇视野：猫的秘密生活-猫之密语,8.63162948218
10801,航海王：黄金岛的冒险,8.60967485863
10801,跨界歌王 第二季：跨界歌王特别节目,8.60602092559
10102,警察故事,3.25119609381
10102,星空,3.19007154281
10102,星际小蚂蚁之环球追梦,3.18183203019
10102,师父,3.16660887551
10102,今晚80后脱口秀：别惯着自己,3.1336300494
10102,我心雀跃,3.1336300494
10102,非诚勿扰：大连“彭于晏”来袭,3.1336300494
10102,我想和你唱 第二季：萧敬腾被爆撩妹有绝招,3.1336300494
10102,黑白照相馆,3.1336300494
10102,安德的游戏,3.12375766719
10264,拜拜啦肉肉2016,1.3296055182
10264,道士下山,1.3296055182
10264,快乐大本营：李健罗志祥带队PK继续“团战”,1.3296055182
10264,我的前半生,1.32292529701
10264,蛇胆雄威,1.32292529701
10264,好先生,1.32292529701
10264,爱情保卫战：一味的付出我受够了,1.32168334232
10264,我想见到你：苏有朋遇霸气女总裁,1.32168334232
10264,那年花开月正圆,1.32168334232
10264,史前一万年,1.31108524919
10990,我们的少年时代,0.827798429449
10990,真相：小海鲜,0.827798429449
10990,金星秀：吴越饰演第三者被骂惨,0.827798429449
10990,仙剑奇侠传三,0.827798429449
10990,怪兽电力公司,0.827798429449
10990,邻居也疯狂,0.827798429449
10990,变相怪杰,0.827798429449
10990,在下坂本，有何贵干？,0.783609099906
10990,人文地理：美丽西江,0.776549597563
10990,金星秀：殷桃登金星秀“征婚”,0.775516686352
10186,阿优,0.529453146975
10186,黑猫警长,0.515753575332
10186,宝宝巴士之奇妙汉字 第二季,0.515753575332
10186,自然：生命的奇迹,0.515753575332
10186,流氓皇帝,0.515753575332
10186,极限挑战 第一季20150719期,0.515753575332
10186,花儿与少年 第三季：祖儿钟情帅哥意外落水,0.515753575332
10186,美好的意外,0.515753575332
10186,紧急迫降,0.515753575332
10186,加菲猫2,0.515753575332
10793,机械姬,0.818316356731
10793,欢乐喜剧人 第三季：贾玲爆笑助阵惨遭撕衣,0.818316356731
10793,上古情歌,0.818316356731
10793,真相：大云寺地宫密码,0.818316356731
10793,匆匆那年,0.818316356731
10793,悟空传,0.800169894336
10793,哈利波特2：消失的密室,0.799112656502
10793,寰宇视野：伟大的梦想家-数学大师阿基米德,0.786859508253
10793,西游记,0.778584011713
10793,爱?回家之开心速递,0.776418817533
10774,寰宇视野：黑熊莉莉的生活,0.755790821478
10774,安德的游戏,0.722085655201
10774,发现：国家宝藏？塔尖上的国宝,0.713412814429
10774,我是未来：佟大为带娃看智能新家,0.713325236053
10774,换爱七日,0.712581631502
10774,今晚80后脱口秀：看好你的钱,0.712016544773
10774,我可能不会爱你,0.701965469109
10774,暗黑杀神,0.697645913822
10774,碟中谍2,0.697096333084
10774,真相：极致玩家？秘境诱惑,0.694999962373
10172,佳人蓓尔,5.30144357603
10172,时代：与德国智造同行,5.2431301102
10172,真相：一个人的环法,5.08368026248
10172,非诚勿扰：胖子界“彭于宴”尬舞表白,5.04032996514
10172,星际穿越,5.03866164742
10172,人文地理：天路故事,5.01492140785
10172,伪装天使,5.00941197688
10172,极速前进 第四季：“李晨”突袭范冰冰,5.00379379186
10172,哆啦A梦：新大雄的日本诞生,5.00171942323
10172,刺客信条,5.00076931659
10936,艺术家,0.962871097291
10936,我们停战吧,0.937346493163
10936,末日浩劫,0.92385059471
10936,儿行千里：何炅带你揭秘最牛家风,0.907330841764
10936,极速前进 第四季：潜水女神贾静雯,0.907116021465
10936,饼干警长,0.89641949692
10936,衣着拯救：谢林复古服装店,0.896237157738
10936,大都会,0.885263460874
10936,中国金融科技创客大赛宣传片,0.881030050142
10936,棉花糖和云朵妈妈,0.874213161872
11163,豪华爱漫游：法属波利尼西亚,3.06568209202
11163,钢铁侠3,2.94325078289
11163,钟馗伏魔：雪妖魔灵,2.92464827404
11163,丧子疑云,2.8949833468
11163,拳王阿里,2.89038066899
11163,疯狂动物城,2.88461541141
11163,极速前进 第四季：潜水女神贾静雯,2.88335963904
11163,艺术家,2.87239235429
11163,慕尼黑,2.86909786195
11163,我去世的吃醋女友,2.85799315751
11148,变形金刚之动力战士,0.522677683368
11148,中国新歌声 第二季：张婉清红酒嗓再现经典,0.520566445885
10163,五彩缤纷的旅途：柬埔寨失落的神庙,8.64702002782
10163,都市笑口组：乌龙衙门荒唐事,8.54476586084
10163,霍比特人：五军之战,8.43088859841
10163,与女人们的对话,8.41569611853
10163,人文地理：明月出天山,8.41557877602
10163,道格拉：吸血鬼,8.38739280571
10163,高能少年团：王俊凯玩跳楼机超淡定,8.35016832961
10163,骇客时空,8.33957712462
10163,舌尖上的中国Ⅱ？脚步,8.32652342796
10163,神兽金刚,8.29229128999
10750,少林问道,0.713793467028
10750,驯龙高手（国语版）,0.705786790001
10750,夏目友人帐 第五季,0.705786790001
10750,29+1,0.700241117306
10750,异形大战铁血战士,0.694309622099
10750,完美家伙,0.666381674529
10750,同桌的你,0.665704123802
10750,豪华爱漫游：西开普敦,0.664231803426
10750,一个人的武林,0.660037093967
10750,谍影重重2,0.658659412032
10283,豪华爱漫游：法属波利尼西亚,1.59389623242
10283,咱家,1.58093640703
10283,艺术家,1.57423596284
10283,异星觉醒,1.5729033215
10283,谭咏麟-爱的根源演唱会,1.5642493926
10283,儿行千里：何炅带你揭秘最牛家风,1.56075178265
10283,我们停战吧,1.55636581632
10283,骇客时空,1.54282964444
10283,孔子,1.53153810462
10283,钟馗伏魔：雪妖魔灵,1.52655010921
10152,音乐大师课,2.56374423507
10152,一站到底：北大哈粉“宠幸”斯坦福,2.53109432003
10152,老表，毕业喇！,2.51926839446
10152,碟中谍5：神秘国度,2.50730213591
10152,我们来了 第二季：关之琳重现最美十三姨,2.50448966244
10152,飞刀又见飞刀,2.50139817647
10152,迷踪之森,2.49011987415
10152,金星秀：杨立新父子隔空秀默契,2.48878949657
10152,龙骑侠,2.47996518544
10152,哈姆太郎,2.47970916876
10395,我是未来：SNH48示爱张绍刚？,1.76009444327
10395,人文地理：深海兄弟,1.67380743472
10395,爱探险的朵拉 第七季,1.66223022417
10395,我们来了 第二季：陈妍希携吴秀波唱情歌,1.6324573278
10395,开讲啦：程不时,1.6324573278
10395,雄狮,1.6324573278
10395,速度与激情5,1.6324573278
10395,黑猫警长之翡翠之星,1.6324573278
10395,魔鬼联队,1.6324573278
10395,神兽金刚,1.63139317197
10799,豪华爱漫游：法属波利尼西亚,1.70705543371
10799,坦坦小动员 第二季,1.61919207064
10799,饼干警长,1.57912713762
10799,射雕英雄传,1.54856211369
10799,侏罗纪公园3,1.53598836379
10799,秒速5厘米,1.53400416732
10799,异形大战铁血战士,1.51295690736
10799,疯狂动物城,1.51095677626
10799,道格拉：吸血鬼,1.49956597653
10799,人文地理：美丽西江,1.49364629757
10720,艺术家,4.27299838884
10720,hold住爱,4.26049258148
10720,我们停战吧,4.23438922445
10720,极速前进 第四季：潜水女神贾静雯,4.23025504912
10720,十万伙急,4.20817975709
10720,2017出彩中国人：蔡国庆喜得千金升级当爸,4.20708078624
10720,都市笑口组：乌龙衙门荒唐事,4.20660466702
10720,金箍棒传奇2：沙僧的逆袭,4.19957522548
10720,自然：小动物大智慧,4.19900643218
10720,中餐厅：黄晓明出游玩“失踪”,4.19339883078
10542,星际穿越,6.45108419271
10542,真相：山野救援队,6.43002784464
10542,霍比特人：五军之战,6.42746140463
10542,人文地理：天路故事,6.41189666217
10542,生死拳,6.3936869724
10542,非诚勿扰：胖子界“彭于宴”尬舞表白,6.38714349115
10542,谍影重重2,6.37550993414
10542,2017出彩中国人：踢踏舞水花齐飞,6.32276011861
10542,道格拉：吸血鬼,6.3079088158
10542,诺亚方舟漂流记,6.29805927015
10975,星际小蚂蚁3D儿歌系列,0.618530121826
10975,谭咏麟-爱的根源演唱会,0.606403160928
10975,了不起的孩子 第二季：偶像男团遭谢依霖现场疯狂表白,0.603880464334
10975,小兔班弟,0.601970721268
10975,猜拳,0.601221771309
10975,在下坂本，有何贵干？,0.599495702305
10975,机动部队-警例,0.597981828023
10975,旅途的花样：李治廷变“剑侠”,0.597425202371
10975,最终幻想7：圣子降临,0.594889022931
10975,生死拳,0.592544329226
10485,来吧兄弟：陈小春化身大佬分任务,0.877867553498
10485,超级飞侠3,0.858966183069
10485,聪明伦文叙,0.85196351571
10485,哈利波特3：阿兹卡班的逃犯,0.849881996011
10485,都市笑口组：乌龙衙门荒唐事,0.83014397737
10485,超时空男臣,0.828687699151
10485,小屁孩日记,0.826702957924
10485,贝肯熊,0.821242134684
10485,金星秀：金星的玩具靠自己动手,0.821195559323
10485,红线,0.81925896083
10880,极限挑战 第二季20160612期,1.552512216
10880,黑夜传说2,1.31228328176
10880,加油向未来 第二季：撒贝尼兄弟开车违章遭训斥,1.30549187783
10880,大江东去,1.30255074939
10880,秦时明月之诸子百家,1.28111574944
10880,镇魂街 第一季,1.19931629248
10880,万物生长,1.17250155959
10880,时代：浮城探秘,1.17250155959
10880,爱情保卫战：男友瞒女友为女同事买包,1.17250155959
10880,宝贝快跑,1.17250155959
10500,王牌对王牌 第二季：永远的张国荣,5.87757949024
10500,我们的爱,5.85349032453
10500,真相：山野救援队,5.78384459643
10500,钟馗伏魔：雪妖魔灵,5.75557316962
10500,极速前进 第四季：潜水女神贾静雯,5.75525435467
10500,中餐厅：赵薇接任“主厨”遇岛主光临,5.70782618323
10500,非诚勿扰：“备胎”女孩委屈哭,5.70782618323
10500,英皇芭蕾舞小公主选举,5.70641820456
10500,挑战者联盟 第三季：范冰冰与韩庚贴身热舞,5.69660926231
10500,射雕英雄传,5.69380343448
10447,人文地理：明月出天山,13.84669469
10447,青蛙王国冰冻大冒险,13.7896230858
10447,高能少年团：张一山长发辣眼睛,13.7515470932
10447,道格拉：吸血鬼,13.719088229
10447,繁星四月,13.6943765419
10447,末日浩劫,13.6926253254
10447,发现：新疆味道,13.6010088229
10447,中国新歌声 第二季：组内赛 子子张杰演绎绝美恋情,13.5940431228
10447,超级飞侠3,13.5826146877
10447,天空之眼,13.5811990374
10959,雄狮,1.55273795059
10959,黑猫警长之翡翠之星,1.55273795059
10959,速度与激情5,1.55273795059
10959,开讲啦：程不时,1.55273795059
10959,我们来了 第二季：陈妍希携吴秀波唱情歌,1.55273795059
10959,魔鬼联队,1.55273795059
10959,王牌逗王牌,1.54703619669
10959,哥斯拉,1.54703619669
10959,敢死队3,1.54703619669
10959,中国新歌声 第二季：郭沁周深默契演绎《大鱼》,1.54703619669
10450,逗逗迪迪爱唱歌,3.95562897849
10450,超级飞侠3,3.95011091611
10450,猜拳,3.9421506752
10450,超凡蜘蛛侠2,3.92447542336
10450,霍比特人：五军之战,3.9200965942
10450,生死拳,3.90543479659
10450,真相：山野救援队,3.90428971298
10450,圣诞老人2,3.90294530177
10450,老爸当家,3.89169784363
10450,新成龙历险记,3.88612685016
11125,谭咏麟-爱的根源演唱会,10.332933368
11125,豪华爱漫游：法属波利尼西亚,10.2969216466
11125,道格拉：吸血鬼,10.2760679839
11125,艺术家,10.2511802355
11125,饼干警长,10.1985903408
11125,我去世的吃醋女友,10.1451237249
11125,丧子疑云,10.1264996748
11125,越狱 第一季,10.1245457654
11125,棉花糖和云朵妈妈,10.1033717902
11125,破冰船,10.0759503382
10055,末日浩劫,2.80656278372
10055,极速前进 第四季：潜水女神贾静雯,2.76983911507
10055,我们停战吧,2.76502471284
10055,奔跑吧：林俊杰李晨正面对刚,2.73858641758
10055,时代：家在内蒙古,2.73661279878
10055,虎胆龙威,2.73536663814
10055,燃烧的蔬菜,2.72284361584
10055,潘磕惺康第三季,2.7043030024
10055,破碎之城,2.7043030024
10055,自然：海洋活化石-腔棘鱼,2.7043030024
10491,挑战者联盟 第三季：各路唱将燃爆收官现场,4.7470887431
10491,末日浩劫,4.73970030477
10491,海底小纵队,4.73947757351
10491,儿行千里：何炅带你揭秘最牛家风,4.73478244519
10491,艺术家,4.72361350213
10491,我们停战吧,4.70959908164
10491,中国新歌声 第二季：叶晓粤改编《平凡之路》,4.67501225963
10491,哆啦A梦：伴我同行,4.67181489229
10491,寒战2,4.67178333955
10491,中国金融科技创客大赛宣传片,4.66709030569
11024,中餐厅：黄晓明出游玩“失踪”,0.877232846764
11024,飞刀又见飞刀,0.862615264163
11024,十万伙急,0.861583543205
11024,朗读者：张小娴分享爱情保鲜秘籍,0.859858794105
11024,一粒红尘,0.858007488389
11024,极速前进 第四季：范爷率组霸气夺冠,0.849138484833
11024,终结者2018,0.839783753353
11024,我是未来：爆破测试 李锐险遭炸伤,0.838516761033
11024,古代世界,0.835776245317
11024,疯狂小糖,0.83560334333
11056,蒙面唱将猜猜猜 第二季：胡彦斌遭Ella逼问恋情,0.662204557135
11056,了不起的孩子 第二季：谢依霖吐槽杨幂？,0.662204557135
11056,美国骗局,0.662204557135
11056,精灵梦叶罗丽2,0.662204557135
11056,高效环保机器大赛,0.662204557135
11056,消防员,0.662204557135
11056,天天向上：范冰冰李晨秀恩爱,0.652617382574
11056,极速前进 第四季：范爷率组霸气夺冠,0.652329758135
11056,新地雷战：神勇小子,0.64068899153
11056,2017出彩中国人：8岁萌娃变爆裂鼓手,0.64068899153
10263,小猪威比,1.13293308544
10263,卡特教练,1.11101716918
10263,安德的游戏,1.10486835768
10263,今晚80后脱口秀：看好你的钱,1.10355031896
10263,外来媳妇本地郎：康婶和她的儿子们,1.08691750917
10263,夏洛特烦恼,1.08469611249
10263,天天向上：张若昀为长沙美食打call,1.08469611249
10263,七十二层奇楼：吴亦凡秀方言rap根本停不下来,1.08469611249
10263,爱情公寓三,1.08469611249
10263,嫌疑人X的献身,1.08469611249
10724,海底小纵队,0.540762847715
10691,闪电狗,1.21734307344
10691,暗战2,1.21734307344
10691,机器人的崛起,1.21734307344
10691,我们来了 第二季：唐艺昕陈妍希玩亲亲,1.21734307344
10691,和西蒙？里夫一起走进圣河,1.21734307344
10691,灿烂的外母,1.21734307344
10691,男人的全球购物,1.21734307344
10691,我的英雄学院,1.197849625
10691,来吧冠军 第二季：奥尼尔表白Baby 郑恺“卖”友求锦囊,1.197849625
10691,我想和你唱 第二季：韩磊现场尬舞小歌迷,1.197849625
10217,快乐的旅行 第一季,4.87038157225
10217,名侦探柯南：通往天国的倒计时,4.84425058097
10217,冰河世纪1,4.84398298246
10217,末日浩劫,4.84341834372
10217,极限挑战 第二季20160508期,4.83947372132
10217,欢乐喜剧人 第三季：郭麒麟披麻戴孝哭亲爹,4.83947372132
10217,奔跑吧：李云迪助阵149人大合唱 鹿晗秀高音,4.83947372132
10217,音悦V榜特别企划：跨过次元来见你,4.83947372132
10217,极限挑战 第一季20150621期,4.83947372132
10217,田姐辣妹,4.83947372132
10708,仇敌当前,4.19698307251
10708,安德的游戏,4.19154681996
10708,胭脂,4.17607520128
10708,芝麻街国际版 第四十二季,4.17188242426
10708,青禾男高,4.16252862868
10708,战栗空间,4.16252862868
10708,守卫者-浮出水面,4.16252862868
10708,红色通道,4.16252862868
10708,震荡效应,4.16252862868
10708,飞虎队大营救,4.16252862868
10003,时代：家在内蒙古,3.30015047455
10003,破冰船,3.29506284516
10003,卡特教练,3.28444736265
10003,诺丁山,3.28183371842
10003,一条狗的使命,3.27615172758
10003,逗逗迪迪爱唱歌,3.26405616639
10003,蒙面唱将猜猜猜 第二季：郑恺玩套路空降猜评团,3.25783381369
10003,星际穿越,3.25709892431
10003,宫锁沉香,3.25170315535
10003,伪装天使,3.24954496229
10273,英雄本色,2.51476585528
10273,道格拉：吸血鬼,2.48865576251
10273,谭咏麟-爱的根源演唱会,2.47525677575
10273,老爸当家,2.46381248715
10273,越狱 第四季,2.46089181626
10273,破冰船,2.45850854706
10273,一条狗的使命,2.45787945137
10273,吃吃的爱,2.44649924633
10273,疯狂动物城,2.44549429976
10273,我们停战吧,2.44481959851
10838,爸爸去哪儿2,0.809016863927
10838,寄生兽,0.809016863927
10838,大耳朵图图,0.809016863927
10838,谍影重重4,0.809016863927
10838,危城,0.809016863927
10838,机器纪元,0.803098857067
10838,天降美食2,0.803098857067
10838,我们的世界大战,0.803098857067
10838,我们相爱吧之爱有天意：郑恺首见女友妈妈,0.803098857067
