"用户号","机顶盒设备号","节目名称","节目ID","观看次数","分类","二级目录","分类名称","二级目录ID","分类名称ID","观看时长","点播日期","最早观看时间","最近观看时间","观看时间跨度","语种","地区","时间跨度","使用时长","总观看时长"
"10367","11207","非你莫属：奇葩女假简历被揭底","1974","1","精彩点","精彩点",,"2","0","2160",,"2017-07-28 01:05","2017-07-28 01:05","0.000000",,,"2020140.000000","7239960.000000","68520"
"10367","11207","非你莫属：姐妹花同台比较","1975","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4560",,"2017-07-05 16:37","2017-07-05 16:37","0.000000","国语","大陆","88860.000000","7239960.000000","68520"
"10367","11207","非你莫属：年薪百万男人求成就感","1976","1","精彩点","精彩点",,"2","0","3600",,"2017-07-27 23:16","2017-07-27 23:16","0.000000",,,"2013600.000000","7239960.000000","68520"
"10367","11207","非你莫属：涂磊力挺富二代 怒怼女老板","1977","1","精彩点","精彩点",,"2","0","2880",,"2017-07-28 00:17","2017-07-28 00:17","0.000000",,,"2017260.000000","7239960.000000","68520"
"10367","11207","非你莫属：留学美女英语差","1979","1","精彩点","精彩点",,"2","0","2400",,"2017-08-16 17:49","2017-08-16 17:49","0.000000",,,"3721980.000000","7239960.000000","68520"
"10367","11207","非你莫属：美女空姐跨界求职","1980","3","精彩点","精彩点",,"2","0","1680",,"2017-07-17 08:47","2017-07-27 23:03","915360.000000",,,"2012820.000000","7239960.000000","68520"
"10367","11207","非你莫属：铁路工人要转行 笑对人生获好感","1981","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5280",,"2017-07-09 16:59","2017-07-09 16:59","0.000000","国语","大陆","435780.000000","7239960.000000","68520"
"10367","11207","非你莫属：音乐教师现场教学 竟遭老板“下马威”","1982","1","精彩点","精彩点",,"2","0","2520",,"2017-09-26 10:17","2017-09-26 10:17","0.000000",,,"7237260.000000","7239960.000000","68520"
"10367","11207","非诚勿扰：大哥戴大金戒指为显示身份","1991","2","精彩点","精彩点",,"2","0","3900",,"2017-07-04 15:56","2017-07-04 17:01","3900.000000",,,"3900.000000","7239960.000000","68520"
"10374","10454","大军师司马懿之军师联盟","523","70","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2520",,"2017-07-01 20:33","2017-08-01 23:06","2687580.000000","国语","大陆","2687580.000000","7606860.000000","26220"
"10374","10454","我们的爱","836","88","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1380",,"2017-08-23 14:06","2017-09-27 21:34","3050880.000000","国语","大陆","7606860.000000","7606860.000000","26220"
"10374","10454","我的前半生","877","40","精彩点/大陆剧场","精彩点","大陆剧场","2","11","22320",,"2017-08-01 23:49","2017-08-23 13:18","1862940.000000","国语","大陆","4553100.000000","7606860.000000","26220"
"10376","10321","何所冬暖何所夏凉","228","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3000",,"2017-09-22 15:19","2017-09-22 17:36","8220.000000","国语","大陆","6847020.000000","7025220.000000","106560"
"10376","10321","八方传奇","266","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1320",,"2017-09-20 16:00","2017-09-20 16:48","2880.000000","国语","大陆","6671340.000000","7025220.000000","106560"
"10376","10321","决战江桥","295","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","13620",,"2017-07-17 13:31","2017-07-17 14:11","2400.000000","国语","大陆","1045920.000000","7025220.000000","106560"
"10376","10321","反恐特战队之猎影","368","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2280",,"2017-08-24 11:35","2017-08-24 12:13","2280.000000","国语","大陆","4322040.000000","7025220.000000","106560"
"10376","10321","同盟","415","50","精彩点/港台剧场","精彩点","港台剧场","2","20","420",,"2017-08-30 22:15","2017-09-17 12:42","1520820.000000","粤语","香港","6397380.000000","7025220.000000","106560"
"10376","10321","守卫者-浮出水面","608","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","240",,"2017-08-24 11:30","2017-08-24 11:30","0.000000","国语","大陆","4319460.000000","7025220.000000","106560"
"10376","10321","左轮手枪","701","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3960",,"2017-07-05 11:39","2017-08-02 12:25","2421960.000000","国语","大陆","2421960.000000","7025220.000000","106560"
"10376","10321","巾帼枭雄之谍血长天","710","2","精彩点/港台剧场","精彩点","港台剧场","2","20","900",,"2017-09-17 12:52","2017-09-17 13:07","900.000000","粤语","香港","6398880.000000","7025220.000000","106560"
"10376","10321","怒放","787","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","300",,"2017-07-05 12:47","2017-07-05 12:47","0.000000","国语","大陆","4080.000000","7025220.000000","106560"
"10376","10321","灿烂的外母","1263","8","精彩点/港台剧场","精彩点","港台剧场","2","20","2520",,"2017-09-23 18:32","2017-09-24 19:06","88440.000000","粤语","香港","7025220.000000","7025220.000000","106560"
"10376","10321","猎魔","1361","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","22200",,"2017-08-09 10:38","2017-08-09 12:55","8220.000000","国语","大陆","3028560.000000","7025220.000000","106560"
"10376","10321","猪猪侠之五灵守卫者","1367","1","精彩点/电视剧场","精彩点","电视剧场","2","12","13920",,"2017-09-08 19:02","2017-09-08 19:02","0.000000","国语","大陆","5642580.000000","7025220.000000","106560"
"10376","10321","绝密543","1565","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1200",,"2017-08-02 12:03","2017-08-02 12:23","1200.000000","国语","大陆","2421840.000000","7025220.000000","106560"
"10376","10321","赌城群英会","1771","2","精彩点/港台剧场","精彩点","港台剧场","2","20","22200",,"2017-07-24 11:41","2017-07-24 12:27","2760.000000","粤语","香港","1644480.000000","7025220.000000","106560"
"10376","10321","超时空男臣","1785","33","精彩点/港台剧场","精彩点","港台剧场","2","20","16080",,"2017-07-23 13:37","2017-08-30 21:31","3311640.000000","粤语","香港","4873920.000000","7025220.000000","106560"
"10376","10321","踩过界","1828","3","精彩点/港台剧场","精彩点","港台剧场","2","20","2400",,"2017-09-10 23:22","2017-09-11 00:05","2580.000000","粤语","香港","5833560.000000","7025220.000000","106560"
"10380","10523","捷德奥特曼","921","1","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","540",,"2017-09-13 09:07","2017-09-13 09:07","0.000000","日语","日本","0.000000","0.000000","540"
"10382","10663","中国新歌声 第二季：周董E神上演嘻哈对决","113","4","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","10920",,"2017-08-27 10:04","2017-08-30 11:08","263040.000000","国语","大陆","4460040.000000","6735480.000000","179100"
"10382","10663","中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁","115","4","精彩点","精彩点",,"2","0","1500",,"2017-08-21 17:52","2017-08-21 19:05","4380.000000",,,"3711060.000000","6735480.000000","179100"
"10382","10663","中国新歌声 第二季：张婉清红酒嗓再现经典","116","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4680",,"2017-08-15 20:09","2017-08-15 20:09","0.000000","国语","大陆","3196500.000000","6735480.000000","179100"
"10382","10663","中国新歌声 第二季：郭沁治愈嗓音征服E神","122","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2400",,"2017-09-02 23:10","2017-09-02 23:10","0.000000","国语","大陆","4762560.000000","6735480.000000","179100"
"10382","10663","中餐厅：周冬雨晋级“真主厨”","126","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5880",,"2017-09-09 09:11","2017-09-09 09:11","0.000000","国语","大陆","5317020.000000","6735480.000000","179100"
"10382","10663","中餐厅：崔老师爆赵薇周冬雨趣事","128","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","75840",,"2017-08-14 21:52","2017-08-16 22:07","173700.000000","国语","大陆","3289980.000000","6735480.000000","179100"
"10382","10663","乐高城市组","138","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1500",,"2017-09-19 18:39","2017-09-19 18:39","0.000000","国语","大陆","6215100.000000","6735480.000000","179100"
"10382","10663","同盟","415","13","精彩点/港台剧场","精彩点","港台剧场","2","20","2340",,"2017-08-17 19:58","2017-09-03 12:28","1441800.000000","粤语","香港","4810440.000000","6735480.000000","179100"
"10382","10663","大军师司马懿之军师联盟","523","13","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2160",,"2017-07-09 20:14","2017-07-27 20:28","1556040.000000","国语","大陆","1556040.000000","6735480.000000","179100"
"10382","10663","小兔班弟","664","3","精彩点","精彩点",,"2","0","9240",,"2017-08-28 19:08","2017-09-19 18:25","1898220.000000",,,"6214260.000000","6735480.000000","179100"
"10382","10663","小猪佩奇","680","5","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-08-15 18:57","2017-08-20 17:43","427560.000000","国语","大陆","3619740.000000","6735480.000000","179100"
"10382","10663","憨豆先生动画版 第二季","819","4","精彩点/其他","精彩点","其他","2","26","660",,"2017-08-25 19:03","2017-08-25 19:14","660.000000","英语","英国","4057200.000000","6735480.000000","179100"
"10382","10663","我们相爱吧之爱有天意：潘玮柏单膝跪地表白","847","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","600",,"2017-08-01 19:41","2017-08-01 19:41","0.000000","国语","大陆","1985220.000000","6735480.000000","179100"
"10382","10663","新大头儿子和小头爸爸","944","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3000",,"2017-07-23 18:04","2017-08-15 19:30","1992360.000000","国语","大陆","3194160.000000","6735480.000000","179100"
"10382","10663","极速前进 第四季：“李晨”突袭范冰冰","1092","3","精彩点","精彩点",,"2","0","5820",,"2017-08-16 19:29","2017-08-30 21:07","1215480.000000",,,"4495980.000000","6735480.000000","179100"
"10382","10663","极速前进 第四季：郑元畅陷水逆局受挫不断","1099","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","60",,"2017-08-30 12:24","2017-08-30 12:24","0.000000","国语","大陆","4464600.000000","6735480.000000","179100"
"10382","10663","极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸","1116","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","7560",,"2017-08-21 19:30","2017-08-27 13:09","495540.000000","国语","大陆","4208100.000000","6735480.000000","179100"
"10382","10663","极限挑战 第三季：孙红雷姚晨结盟","1117","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6540",,"2017-08-14 20:02","2017-08-19 18:50","427680.000000","国语","大陆","3537360.000000","6735480.000000","179100"
"10382","10663","极限挑战 第三季：张艺兴变人肉轮盘","1120","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1380",,"2017-07-30 08:58","2017-07-30 08:58","0.000000","国语","大陆","1773840.000000","6735480.000000","179100"
"10382","10663","极限挑战 第三季：王嘉尔惨遭沙溢套路","1123","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2400",,"2017-09-12 19:38","2017-09-12 19:38","0.000000","国语","大陆","5613840.000000","6735480.000000","179100"
"10382","10663","棉花糖和云朵妈妈","1162","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3480",,"2017-07-23 19:10","2017-07-23 19:10","0.000000","国语","大陆","1205760.000000","6735480.000000","179100"
"10382","10663","汪汪队立大功","1204","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","14640",,"2017-07-18 17:52","2017-07-23 18:30","434280.000000","国语","大陆","1203360.000000","6735480.000000","179100"
"10382","10663","火星情报局 第二季","1253","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3600",,"2017-08-16 21:07","2017-08-16 21:07","0.000000","国语","大陆","3286380.000000","6735480.000000","179100"
"10382","10663","熊出没之丛林总动员","1272","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","600",,"2017-08-25 20:04","2017-08-25 20:04","0.000000","国语","大陆","4060200.000000","6735480.000000","179100"
"10382","10663","熊出没之环球大冒险","1279","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1320",,"2017-08-15 19:06","2017-08-15 19:06","0.000000","国语","大陆","3192720.000000","6735480.000000","179100"
"10382","10663","燃烧的蔬菜","1285","6","精彩点/大陆剧场","精彩点","大陆剧场","2","11","600",,"2017-08-25 19:59","2017-09-25 19:12","2675580.000000","国语","大陆","6735480.000000","6735480.000000","179100"
"10382","10663","绣春刀","1566","1","精彩点","精彩点",,"2","0","300",,"2017-08-01 19:53","2017-08-01 19:53","0.000000",,,"1985940.000000","6735480.000000","179100"
"10382","10663","绿巨人2：无敌浩克","1571","1","热点专题","热点专题",,"1","0","480",,"2017-08-01 19:58","2017-08-01 19:58","0.000000",,,"1986240.000000","6735480.000000","179100"
"10382","10663","踩过界","1828","5","精彩点/港台剧场","精彩点","港台剧场","2","20","2640",,"2017-08-19 11:55","2017-08-19 14:16","8460.000000","粤语","香港","3520920.000000","6735480.000000","179100"
"10382","10663","那年花开月正圆","1875","16","精彩点/大陆剧场","精彩点","大陆剧场","2","11","720",,"2017-09-07 19:48","2017-09-13 21:59","526260.000000","国语","大陆","5708700.000000","6735480.000000","179100"
"10382","10663","非诚勿扰：“备胎”女孩委屈哭","1985","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3600",,"2017-08-25 20:47","2017-08-25 20:47","0.000000","国语","大陆","4062780.000000","6735480.000000","179100"
"10382","10663","非诚勿扰：男嘉宾妖娆舞姿嗨翻全场","1996","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","180",,"2017-08-25 20:44","2017-08-25 20:44","0.000000","国语","大陆","4062600.000000","6735480.000000","179100"
"10382","10663","非诚勿扰：男嘉宾拿命追梦 终选女生感动飙泪","1997","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","60",,"2017-08-25 20:43","2017-08-25 20:43","0.000000","国语","大陆","4062540.000000","6735480.000000","179100"
"10382","10663","非诚勿扰：相声男爱轻熟女被质疑","1998","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1920",,"2017-09-01 19:53","2017-09-01 19:55","120.000000","国语","大陆","4664460.000000","6735480.000000","179100"
"10384","11215","中餐厅：黄晓明再掀定价风波","134","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","11265","20170812","2017-08-12 00:00","2017-08-12 00:00","0.000000","国语","大陆","3456000.000000","4406400.000000","26408.29"
"10384","11215","夏至未至","510","6","精彩点/大陆剧场","精彩点","大陆剧场","2","11","4853.18","20170703","2017-07-03 00:00","2017-07-04 00:00","86400.000000","国语","大陆","86400.000000","4406400.000000","26408.29"
"10384","11215","我们的少年时代","834","6","精彩点/大陆剧场","精彩点","大陆剧场","2","11","4997.09","20170802","2017-08-02 00:00","2017-08-02 00:00","0.000000","国语","大陆","2592000.000000","4406400.000000","26408.29"
"10384","11215","浪花一朵朵","1216","8","精彩点/大陆剧场","精彩点","大陆剧场","2","11","5293.02","20170811","2017-08-11 00:00","2017-08-23 00:00","1036800.000000","国语","大陆","4406400.000000","4406400.000000","26408.29"
"10387","10312","变种章鲨","393","1","精彩点","精彩点",,"2","0","0","20170713","2017-07-13 00:00","2017-07-13 00:00","0.000000",,,"0.000000","0.000000","0"
"10388","10254","反恐特战队之猎影","368","29","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2220",,"2017-07-25 20:05","2017-08-15 21:33","1819680.000000","国语","大陆","3805380.000000","4232580.000000","14640"
"10388","10254","奔跑吧：收官之战！邓超遇王力宏变迷弟","573","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4260",,"2017-07-02 21:03","2017-07-02 21:03","0.000000","国语","大陆","1980.000000","4232580.000000","14640"
"10388","10254","奔跑吧：鹿晗大秀球技","583","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3960",,"2017-07-02 20:30","2017-07-02 20:30","0.000000","国语","大陆","0.000000","4232580.000000","14640"
"10388","10254","我的前半生","877","35","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1560",,"2017-08-16 13:14","2017-08-20 19:58","369840.000000","国语","大陆","4231680.000000","4232580.000000","14640"
"10388","10254","赌城群英会","1771","4","精彩点/港台剧场","精彩点","港台剧场","2","20","2520",,"2017-07-23 19:19","2017-07-23 21:26","7620.000000","粤语","香港","1817760.000000","4232580.000000","14640"
"10388","10254","飞虎队大营救","2038","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-08-20 20:13","2017-08-20 20:13","0.000000","国语","大陆","4232580.000000","4232580.000000","14640"
"10389","10408","太行英雄传","561","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","10980",,"2017-07-10 15:27","2017-07-25 16:04","1298220.000000","国语","大陆","2088540.000000","7185000.000000","61020"
"10389","10408","左轮手枪","701","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1740",,"2017-07-03 19:39","2017-07-08 17:57","425880.000000","国语","大陆","626520.000000","7185000.000000","61020"
"10389","10408","巴啦啦小魔仙音符之谜","705","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1500",,"2017-08-27 09:51","2017-08-27 10:41","3000.000000","国语","大陆","4920360.000000","7185000.000000","61020"
"10389","10408","我的一九九七","875","18","精彩点/大陆剧场","精彩点","大陆剧场","2","11","720",,"2017-07-01 14:31","2017-08-03 14:30","2851140.000000","国语","大陆","2860500.000000","7185000.000000","61020"
"10389","10408","极地大反攻","1091","4","精彩点","精彩点",,"2","0","1620",,"2017-07-01 13:03","2017-07-01 16:41","13080.000000",,,"17160.000000","7185000.000000","61020"
"10389","10408","欢乐颂2","1179","13","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-07-01 11:55","2017-07-10 20:08","807180.000000","国语","大陆","807180.000000","7185000.000000","61020"
"10389","10408","秋收起义","1512","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","9540",,"2017-09-22 15:45","2017-09-22 15:45","0.000000","国语","大陆","7185000.000000","7185000.000000","61020"
"10389","10408","绝密543","1565","20","精彩点/大陆剧场","精彩点","大陆剧场","2","11","12540",,"2017-08-01 10:54","2017-08-22 19:28","1845240.000000","国语","大陆","4519980.000000","7185000.000000","61020"
"10389","10408","血染大青山","1709","12","精彩点/大陆剧场","精彩点","大陆剧场","2","11","5340",,"2017-08-24 17:09","2017-08-28 15:13","338640.000000","国语","大陆","5023080.000000","7185000.000000","61020"
"10389","10408","超级飞侠二","1794","1","精彩点/电视剧场","精彩点","电视剧场","2","12","1860",,"2017-07-19 18:46","2017-07-19 18:46","0.000000","国语","大陆","1579860.000000","7185000.000000","61020"
"10389","10408","黑土热血","2087","26","精彩点/大陆剧场","精彩点","大陆剧场","2","11","12600",,"2017-08-03 14:35","2017-09-07 11:18","3012180.000000","国语","大陆","5872980.000000","7185000.000000","61020"
"10390","10522","变形金刚3","388","1","精彩点","精彩点",,"2","0","60",,"2017-07-03 11:32","2017-07-03 11:32","0.000000",,,"0.000000","6332880.000000","8940"
"10390","10522","大头儿子和小头爸爸","526","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","540",,"2017-09-14 12:12","2017-09-14 12:12","0.000000","国语","大陆","6309600.000000","6332880.000000","8940"
"10390","10522","小兔班弟","664","2","精彩点","精彩点",,"2","0","960",,"2017-09-14 18:25","2017-09-14 18:40","900.000000",,,"6332880.000000","6332880.000000","8940"
"10390","10522","小猪佩奇","680","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","7380",,"2017-09-14 12:21","2017-09-14 12:21","0.000000","国语","大陆","6310140.000000","6332880.000000","8940"
"10393","10642","CODE GEASS 反叛的鲁路修 第二季","30","1","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","6960",,"2017-08-21 15:40","2017-08-21 15:40","0.000000","日语","日本","0.000000","0.000000","6960"
"10394","10532","使徒行者2","234","4","精彩点/港台剧场","精彩点","港台剧场","2","20","2460",,"2017-09-23 10:00","2017-09-23 13:20","12000.000000","粤语","香港","6193980.000000","6197820.000000","17280"
"10394","10532","同盟","415","3","精彩点/港台剧场","精彩点","港台剧场","2","20","2700",,"2017-09-16 07:33","2017-09-16 08:57","5040.000000","粤语","香港","5573400.000000","6197820.000000","17280"
"10394","10532","爱?回家之开心速递","1288","19","精彩点/港台剧场","精彩点","港台剧场","2","20","1740",,"2017-07-13 20:47","2017-09-23 14:24","6197820.000000","粤语","香港","6197820.000000","6197820.000000","17280"
"10394","10532","秦时丽人明月心","1515","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","7380",,"2017-09-07 08:34","2017-09-07 10:58","8640.000000","国语","大陆","4803060.000000","6197820.000000","17280"
"10394","10532","超时空男臣","1785","3","精彩点/港台剧场","精彩点","港台剧场","2","20","3000",,"2017-07-22 13:37","2017-08-06 19:41","1317840.000000","粤语","香港","2069640.000000","6197820.000000","17280"
"10395","10396","中餐厅：泰国Mike携友惊喜来袭","130","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6480",,"2017-08-21 15:29","2017-08-21 15:29","0.000000","国语","大陆","4462140.000000","7862400.000000","65239.95"
"10395","10396","冰上的尤里","276","1","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","1500",,"2017-07-01 00:14","2017-07-01 00:14","0.000000","日语","日本","840.000000","7862400.000000","65239.95"
"10395","10396","初恋怪兽","302","1","动漫剧场/日韩剧场","动漫剧场","日韩剧场","6","16","300",,"2017-07-01 00:04","2017-07-01 00:04","0.000000","日语","日本","240.000000","7862400.000000","65239.95"
"10395","10396","卧底归来","359","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2590.15","20170706","2017-07-06 00:00","2017-07-06 00:00","0.000000","国语","大陆","432000.000000","7862400.000000","65239.95"
"10395","10396","反击","367","48","热点专题","热点专题",,"1","0","900",,"2017-07-02 01:24","2017-08-23 02:08","4495440.000000",,,"4586880.000000","7862400.000000","65239.95"
"10395","10396","大军师司马懿之军师联盟","523","45","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2934.15","20170701","2017-07-01 00:00","2017-07-10 00:00","777600.000000","国语","大陆","777600.000000","7862400.000000","65239.95"
"10395","10396","女间谍","594","1","院线大片/其他","院线大片","其他","5","26","7463.12","20170916","2017-09-16 00:00","2017-09-16 00:00","0.000000","英语","美国","6652800.000000","7862400.000000","65239.95"
"10395","10396","好家伙","597","2","热点专题/大陆剧场","热点专题","大陆剧场","1","11","360",,"2017-07-15 13:44","2017-07-15 13:50","360.000000","国语","大陆","1259400.000000","7862400.000000","65239.95"
"10395","10396","密战","627","2","热点专题","热点专题",,"1","0","240",,"2017-07-17 02:05","2017-07-17 08:36","23460.000000",,,"1413360.000000","7862400.000000","65239.95"
"10395","10396","左轮手枪","701","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2515.16","20170702","2017-07-02 00:00","2017-07-02 00:00","0.000000","国语","大陆","86400.000000","7862400.000000","65239.95"
"10395","10396","心理罪","760","2","院线大片","院线大片",,"5","0","1440","20170930","2017-09-30 00:00","2017-09-30 00:00","0.000000",,,"7862400.000000","7862400.000000","65239.95"
"10395","10396","悟空传","806","1","院线大片","院线大片",,"5","0","0","20170916","2017-09-16 00:00","2017-09-16 00:00","0.000000",,,"6652800.000000","7862400.000000","65239.95"
"10395","10396","我的前半生","877","15","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-08-21 18:03","2017-08-31 11:17","839640.000000","国语","大陆","5311020.000000","7862400.000000","65239.95"
"10395","10396","新木乃伊","951","1","院线大片","院线大片",,"5","0","0","20170917","2017-09-17 00:00","2017-09-17 00:00","0.000000",,,"6739200.000000","7862400.000000","65239.95"
"10395","10396","极限挑战 第三季：孙红雷智斗大妈 张艺兴进化小狐狸","1118","1","精彩点","精彩点",,"2","0","3180",,"2017-07-19 22:48","2017-07-19 22:48","0.000000",,,"1637280.000000","7862400.000000","65239.95"
"10395","10396","极限挑战 第三季：孙红雷脸基尼抢镜","1119","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","720",,"2017-08-21 15:17","2017-08-21 15:17","0.000000","国语","大陆","4461420.000000","7862400.000000","65239.95"
"10395","10396","楚乔传","1163","12","精彩点/大陆剧场","精彩点","大陆剧场","2","11","4868.1900000000005","20170701","2017-07-01 00:00","2017-07-06 00:00","432000.000000","国语","大陆","432000.000000","7862400.000000","65239.95"
"10395","10396","生活大爆炸 第八季","1416","9","热门影视/欧美剧场","热门影视","欧美剧场","8","13","2558.02","20170930","2017-09-30 00:00","2017-09-30 00:00","0.000000","英语","美国","7862400.000000","7862400.000000","65239.95"
"10395","10396","红色通道","1555","1","精彩点","精彩点",,"2","0","0","20170702","2017-07-02 00:00","2017-07-02 00:00","0.000000",,,"86400.000000","7862400.000000","65239.95"
"10395","10396","美国司法","1578","1","精彩点","精彩点",,"2","0","0","20170702","2017-07-02 00:00","2017-07-02 00:00","0.000000",,,"86400.000000","7862400.000000","65239.95"
"10395","10396","胭脂","1601","1","热点专题","热点专题",,"1","0","2520",,"2017-08-21 17:19","2017-08-21 17:19","0.000000",,,"4468740.000000","7862400.000000","65239.95"
"10395","10396","花儿与少年 第三季：陈柏霖责任感爆棚","1661","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","7111.13","20170706","2017-07-06 00:00","2017-07-06 00:00","0.000000","国语","大陆","432000.000000","7862400.000000","65239.95"
"10395","10396","速度与激情8","1869","3","院线大片/动作片","院线大片","动作片","5","24","13780.029999999999","20170822","2017-08-22 00:00","2017-08-22 00:00","0.000000","英语","美国","4492800.000000","7862400.000000","65239.95"
"10395","10396","醉玲珑","1887","9","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1200",,"2017-07-16 18:53","2017-09-16 15:32","5344740.000000","国语","大陆","6708720.000000","7862400.000000","65239.95"
"10396","10119","2017出彩中国人：8岁全能萌娃长大要支教","7","1","精彩点","精彩点",,"2","0","960",,"2017-07-02 21:54","2017-07-02 21:54","0.000000",,,"123600.000000","7889040.000000","719415.13"
"10396","10119","中国新歌声 第二季：张婉清红酒嗓再现经典","116","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","60",,"2017-08-23 21:20","2017-08-23 21:20","0.000000","国语","大陆","4614360.000000","7889040.000000","719415.13"
"10396","10119","中餐厅：张亮展厨艺圈粉周冬雨","129","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5220",,"2017-08-01 18:28","2017-08-01 18:28","0.000000","国语","大陆","2703240.000000","7889040.000000","719415.13"
"10396","10119","中餐厅：泰国Mike携友惊喜来袭","130","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","69180",,"2017-08-22 19:13","2017-08-22 19:13","0.000000","国语","大陆","4520340.000000","7889040.000000","719415.13"
"10396","10119","中餐厅：赵薇晓明“相爱相杀”","132","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","3540",,"2017-07-25 22:20","2017-07-25 22:20","0.000000","国语","大陆","2112360.000000","7889040.000000","719415.13"
"10396","10119","今晚80后脱口秀：我乐意","203","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1800",,"2017-07-01 13:40","2017-07-01 13:40","0.000000","国语","大陆","7560.000000","7889040.000000","719415.13"
"10396","10119","今晚80后脱口秀：老好人","207","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2160",,"2017-07-01 11:34","2017-07-01 12:10","2160.000000","国语","大陆","2160.000000","7889040.000000","719415.13"
"10396","10119","天天向上：张智霖香港街头变最帅导游","545","1","精彩点","精彩点",,"2","0","6720",,"2017-07-04 19:51","2017-07-04 19:51","0.000000",,,"289020.000000","7889040.000000","719415.13"
"10396","10119","天天向上：胡可迟帅续前缘引爆“回忆”杀","550","1","精彩点","精彩点",,"2","0","2880",,"2017-07-16 19:50","2017-07-16 19:50","0.000000",,,"1325760.000000","7889040.000000","719415.13"
